PersonID,FirstName,LastName,OrganizationID,DocumentID,AuthorID,EmailAddress,OtherNames,FormerInstitution
2462,Yoto T.,Yotov,1036,WOS:000891914902257,,,,
2139,Milena,Pasheva,1045,WOS:000705839200001,,,,
2426,Natalya,Usheva,1059,WOS:000672599902112,,,,
2571,Iliyana A.,Georgieva,1055,WOS:001395948900029,,,,
2025,Lubomir,Makedonski,1047,WOS:001174863100003,,,,
2312,Miroslav,Eftimov,1029,WOS:001258223500009,,,,
2159,Petya,Boycheva,1046,WOS:000869448300015,,,,
2424,Antoaneta,Tsvetkova,1008,WOS:001083369000003,,,,
2193,Tsonka,Dimitrova,1046,WOS:001362254600003,,,,
2290,Maria,Dimova-Mileva,1031,WOS:001297594000008,,,,
2203,Zlatina,Peteva,1047,WOS:001024919800019,,,,
2227,Dimitar,Raykov,1027,WOS:000507690700002,,,,
2180,Zhivka,Dancheva,1035,WOS:000577424101314,,,,
2281,George S.,Stoyanov,1015,WOS:000821480000019,,,,
2195,Eleonora G.,Dimitrova,1025,WOS:000562546800001,,,,
2253,Stanislav,Slavchev,1005,WOS:000711743300001,,,,
2519,Yoana,Kiselova-Kaneva,1045,WOS:001199190300001,,,,
2047,Galya M.,Mihaylova,1045,WOS:000823826500229,,,,
2331,Kaloyan D.,Georgiev,1051,WOS:000751327200001,,,,
2480,Violeta,Iotova,1028,WOS:000562463000002,,,,
2302,Stela T.,Dragomanova,1051,WOS:000851696000001,,,,
2259,Todorka D.,Sokrateva,1045,WOS:000859989500002,,,,
2482,Stoyan,Ivanov,1027,WOS:000785980700027,,,,
2276,Tanya,Stoeva,1035,WOS:000709355000144,,,,
2313,Yavor,Enchev,1023,WOS:001312527200001,,,,
2274,Martina,Stoeva,1015,WOS:001304934800001,,,,
2047,Galya M.,Mihaylova,1045,WOS:000560368304390,,,,
2406,Anton B.,Tonchev,1012,WOS:000722174500001,,,,
2531,Yavor,Kornovski,1007,WOS:000610131600001,,,,
2315,Neli,Ermenlieva,1021,WOS:001153778000009,,,,
2531,Yavor,Kornovski,1007,WOS:000769725400001,,,,
2473,Hristina,Hristozova,1038,WOS:000854435702247,,,,
2106,Silviya P.,Nikolova,1059,WOS:001102930200001,,,,
2148,Yana,Bocheva,1014,WOS:000854435700212,,,,
2212,Hristo,Popov,1015,WOS:001245355400033,,,,
2444,Margarita,Velikova,1030,WOS:001153778000005,,,,
2292,Diana A.,Dobreva,1047,WOS:001174863100004,,,,
2480,Violeta,Iotova,1028,WOS:000861243100001,,,,
2364,Margarita D.,Gospodinova,1019,WOS:000924577400017,,,,
2145,Zhivko,Bliznakov,1057,WOS:000841720600040,,,,
2176,Nikolay V.,Conev,1025,WOS:001053772001303,,,,
2320,Bistra,Galunska,1045,WOS:000638252900002,,,,
2309,Deyan,Dzhenkov,1015,WOS:000542976100022,,,,
2040,Mediha,Mehmed-Hamza,1057,WOS:000659299700066,,,,
2395,Oskan,Tasinov,1045,WOS:001266449500001,,,,
2139,Milena,Pasheva,1045,WOS:000546352200001,,,,
2373,Mari,Hachmeriyan,1020,WOS:001411434400007,,,,
2435,Deyana Georgieva,Vankova,1045,WOS:001271268600001,,,,
2216,Maria A.,Radanova,1045,WOS:000560368304390,,,,
2497,Martina Stoyanova,Ivanova,1062,WOS:000560368308570,,,,
2077,Gergana,Nedelcheva,1021,WOS:001272981900003,,,,
2521,Aneliya,Klisarova,1035,WOS:001332779404068,,,,
2007,Mariya B.,Kosturkova,1031,WOS:000545576700001,,,,
2490,Diana G.,Ivanova,1045,WOS:001078564700001,,,,
2195,Eleonora G.,Dimitrova,1025,WOS:000768668000001,,,,
2003,Tsvetelina,Kostadinova,1008,WOS:000709873600015,,,,
2337,Darina Kirilova,Georgieva,1022,WOS:001058307000370,,,,
2453,Yanko G.,Yankov,1016,WOS:001268521300016,,,,
2042,Ilina,Micheva,1037,WOS:000933582100011,,,,
2162,Tatyana,Chalakova,1036,WOS:000811569200298,,,,
2047,Galya M.,Mihaylova,1045,WOS:000545576700001,,,,
2076,Neshe,Nazifova-Tasinova,1045,WOS:000643729900001,,,,
2462,Yoto T.,Yotov,1036,WOS:000740003200001,,,,
2487,Yonka,Ivanova,1024,WOS:000692197900007,,,,
2480,Violeta,Iotova,1028,WOS:000853696400566,,,,
2520,Antoniya,Kisheva,1036,WOS:000870328200001,,,,
2319,Sonya,Galcheva,1028,WOS:000696302600630,,,,
2176,Nikolay V.,Conev,1025,WOS:000588631500292,,,,
2180,Zhivka,Dancheva,1035,WOS:001332779402259,,,,
2257,Violeta,Snegarova,1056,WOS:000663153100001,,,,
2356,Georgi,Gerganov,1031,WOS:000555905005495,,,,
2031,Dimitar B.,Marinov,1056,WOS:000713802502032,,,,
2531,Yavor,Kornovski,1007,WOS:000663431200008,,,,
2121,Momchil T.,Barbolov,1045,WOS:001012536600001,,,,
2025,Lubomir,Makedonski,1047,WOS:000959162300001,,,,
2346,Emilia,Georgieva,1008,WOS:000847375800017,,,,
2589,Tonika,Stoycheva,1047,WOS:001191540700001,,,,
2219,Nikolina,Radeva,1054,WOS:000895463401222,,,,
2448,Manlio,Vinciguerra,1067,WOS:000636044800011,,,,
2355,Liana,Gercheva-Kyuchukova,1037,WOS:000709873600015,,,,
2505,Turgay,Kalinov,1016,WOS:000776574300014,,,,
2176,Nikolay V.,Conev,1025,WOS:000700527703043,,,,
2062,Darina,Miteva,1036,WOS:001109120504169,,,,
2146,Kristina,Bliznakova,1057,WOS:000802295300003,,,,
2281,George S.,Stoyanov,1015,WOS:000812275900010,,,,
2490,Diana G.,Ivanova,1045,WOS:001233530400001,,,,
2211,Katya,Peycheva,1047,WOS:000724457500001,,,,
2306,Marina,Dyankova,1035,WOS:000709355000144,,,,
2418,Gabriela,Tsankova,1021,WOS:000847375800017,,,,
2285,Antoniya,Dimova,1055,WOS:000992575400007,,,,
2025,Lubomir,Makedonski,1047,WOS:000790680200001,,,,
2186,Simeon,Dimanov,1041,WOS:001229939000003,,,,
2107,Krastena,Nikolova,1052,WOS:000785194800001,,,,
2141,Stoyan P.,Pavlov,1012,WOS:000536137400003,,,,
2434,Desislava,Vankova,1059,WOS:001092365301262,,,,
2420,Kaloyan,Tsochev,1028,WOS:000811569200298,,,,
2531,Yavor,Kornovski,1007,WOS:001189949300001,,,,
2059,Milko B.,Mirchev,1037,WOS:000778573400552,,,,
2091,Silva P.,Andonova,1022,WOS:000622200600001,,,,
2320,Bistra,Galunska,1045,WOS:000998114000001,,,,
2462,Yoto T.,Yotov,1036,WOS:001058804100022,,,,
2302,Stela T.,Dragomanova,1051,WOS:001351749100001,,,,
2453,Yanko G.,Yankov,1016,WOS:001317905400004,,,,
2094,Lyudmila,Angelova,1020,WOS:000779367702500,,,,
2297,Dobrinka,Doncheva,1030,WOS:000516713400012,,,,
2395,Oskan,Tasinov,1045,WOS:000474957400001,,,,
2279,Dragomir Svetozarov,Stoyanov,1025,WOS:000863680301822,,,,
2146,Kristina,Bliznakova,1057,WOS:000671890600173,,,,
2016,Krasimira,Laleva,1059,WOS:001153783800026,,,,
2285,Antoniya,Dimova,1055,WOS:001345109100001,,,,
2448,Manlio,Vinciguerra,1067,WOS:000594195100001,,,,
2416,Mihael E.,Tsalta-Mladenov,1022,WOS:000740105400001,,,,
2277,Temenuga,Stoeva,1021,WOS:000745311400001,,,,
2480,Violeta,Iotova,1028,WOS:001047622700001,,,,
2166,Borislav,Chaushev,1043,WOS:000857046602145,,,,
2253,Stanislav,Slavchev,1005,WOS:000727821300004,,,,
2502,Valeria,Kaleva,1028,WOS:000998154700001,,,,
2312,Miroslav,Eftimov,1029,WOS:001040496600015,,,,
2500,Kalin,Kalchev,1015,WOS:000861243100001,,,,
2313,Yavor,Enchev,1023,WOS:000559358300021,,,,
2253,Stanislav,Slavchev,1005,WOS:000869187900011,,,,
2176,Nikolay V.,Conev,1025,WOS:000823826500284,,,,
2113,Veselina,Panayotova,1047,WOS:000546638800512,,,,
2550,Gergana A.,Georgieva,1040,WOS:001295366700186,,,,
2240,M.,Rushid,1044,WOS:000577960800041,,,,
2246,Savi,Shishkov,1037,WOS:000940835800011,,,,
2133,Rouzha,Pancheva,1056,WOS:001105144400001,,,,
2355,Liana,Gercheva-Kyuchukova,1037,WOS:000760691200001,,,,
2224,Poli,Radusheva,1052,WOS:000700957000001,,,,
2105,Miglena N.,Nikolova,1045,WOS:000724100200004,,,,
2407,Tsvetan,Tonchev,1016,WOS:000831033300001,,,,
2487,Yonka,Ivanova,1024,WOS:001074035200009,,,,
2151,Stanislava,Bogomilova,1061,WOS:000613951300012,,,,
2375,Stanislava,Hadzhieva,1056,WOS:001294774000001,,,,
2195,Eleonora G.,Dimitrova,1025,WOS:000863680301822,,,,
2367,Denitsa,Grozdeva,1039,WOS:000826862200001,,,,
2277,Temenuga,Stoeva,1021,WOS:000722386700006,,,,
2406,Anton B.,Tonchev,1012,WOS:000768109500001,,,,
2133,Rouzha,Pancheva,1056,WOS:001389458700001,,,,
2426,Natalya,Usheva,1059,WOS:001395975700019,,,,
2204,Elina,Peteva,1028,WOS:000893230301213,,,,
2309,Deyan,Dzhenkov,1015,WOS:000540223800217,,,,
2015,Ivo,Kumanov,1048,WOS:001307341700001,,,,
2046,Silvia G.,Mihaylova,1008,WOS:000751870800011,,,,
2378,Svetlana,Hristova,1017,WOS:000625162301260,,,,
2518,Mihaela,Kirilova,1056,WOS:001153778000019,,,,
2216,Maria A.,Radanova,1045,WOS:000545576700001,,,,
2421,Desislava K.,Tsoneva,1020,WOS:000915522900001,,,,
2367,Denitsa,Grozdeva,1039,WOS:001043079500001,,,,
2036,Elena,Marinova,1031,WOS:000672599906026,,,,
2349,Miglena,Georgieva,1028,WOS:000577960800041,,,,
2161,Kameliya,Bratoeva,1030,WOS:001119651800007,,,,
2500,Kalin,Kalchev,1015,WOS:000831033300001,,,,
2384,Vesela,Hristova,1039,WOS:000632387500118,,,,
2295,Thorsten R.,Doeppner,1012,WOS:000942475500001,,,,
2103,Iliyana,Atanasova,1044,WOS:001153779900017,,,,
2277,Temenuga,Stoeva,1021,WOS:000577470300007,,,,
2229,Mehmed,Reyzov,1029,WOS:000625162301351,,,,
2021,Emran,Lyutfi,1022,WOS:000709782000014,,,,
2452,Galina,Yaneva,1046,WOS:000652110000001,,,,
2258,Roman,Sokiranski,1012,WOS:000770138500103,,,,
2146,Kristina,Bliznakova,1057,WOS:000636197300001,,,,
2348,Marieta P.,Georgieva,1051,WOS:000910705500001,,,,
2480,Violeta,Iotova,1028,WOS:000811569200756,,,,
2253,Stanislav,Slavchev,1005,WOS:000598901600016,,,,
2176,Nikolay V.,Conev,1025,WOS:000678602700034,,,,
2281,George S.,Stoyanov,1015,WOS:001057317500001,,,,
2309,Deyan,Dzhenkov,1015,WOS:000910705500001,,,,
2059,Milko B.,Mirchev,1037,WOS:000560368304390,,,,
2148,Yana,Bocheva,1014,WOS:001294774000001,,,,
2476,Ivelin,Iliev,1049,WOS:001081466400001,,,,
2334,Anton Slavchev,Georgiev,1057,WOS:000659299700027,,,,
2480,Violeta,Iotova,1028,WOS:000696302600329,,,,
2309,Deyan,Dzhenkov,1015,WOS:000850365500096,,,,
2013,Darina,Krumova,1028,WOS:000791212200539,,,,
2373,Mari,Hachmeriyan,1020,WOS:000705595300001,,,,
2146,Kristina,Bliznakova,1057,WOS:000802227900140,,,,
2490,Diana G.,Ivanova,1045,WOS:000817155400001,,,,
2230,Maria,Rohova,1055,WOS:001092365301501,,,,
2216,Maria A.,Radanova,1045,WOS:000823826500229,,,,
2469,Aleksandar,Zlatarov,1016,WOS:000802227900130,,,,
2051,Kalin,Mihov,1027,WOS:000654848800001,,,,
2066,Vilhelm,Mladenov,1028,WOS:000696302600630,,,,
2373,Mari,Hachmeriyan,1020,WOS:000779367702477,,,,
2297,Dobrinka,Doncheva,1030,WOS:001138534100020,,,,
2141,Stoyan P.,Pavlov,1012,WOS:001038634200001,,,,
2495,Desislava,Ivanova,1045,WOS:000676700400001,,,,
2429,Georgi N.,Valchev,1008,WOS:001138534100012,,,,
2306,Marina,Dyankova,1035,WOS:000857046603210,,,,
2185,Tsanka D.,Dikova,1040,WOS:000741367200031,,,,
2400,Tatina,Todorova,1021,WOS:001272981900003,,,,
2289,Dilyana,Dimova,1047,WOS:000560286900005,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:001107398703289,,,,
2281,George S.,Stoyanov,1015,WOS:000978520700011,,,,
2480,Violeta,Iotova,1028,WOS:000854435702196,,,,
2106,Silviya P.,Nikolova,1059,WOS:000592259100001,,,,
2106,Silviya P.,Nikolova,1059,WOS:000702954000001,,,,
2106,Silviya P.,Nikolova,1059,WOS:000593987800005,,,,
2451,Valentina,Alexandrova,1008,WOS:001234975200007,,,,
2273,Stanila,Stoeva,1051,WOS:000990596800002,,,,
2138,Emil D.,Parvanov,1067,WOS:000780029100003,,,,
2474,Nadezhda,Hvarchanova,1051,WOS:000565239400007,,,,
2366,Evgeni,Grigorov,1048,WOS:000535652400013,,,,
2487,Yonka,Ivanova,1024,WOS:000818009600010,,,,
2456,Nikolinka,Yordanova,1028,WOS:000696302600572,,,,
2180,Zhivka,Dancheva,1035,WOS:000953290600001,,,,
2305,Nikolay,Dukov,1057,WOS:000646194100038,,,,
2281,George S.,Stoyanov,1015,WOS:000727821300004,,,,
2162,Tatyana,Chalakova,1036,WOS:000891914901377,,,,
2007,Mariya B.,Kosturkova,1031,WOS:000742274400001,,,,
2384,Vesela,Hristova,1039,WOS:000525842000108,,,,
2230,Maria,Rohova,1055,WOS:001092365301206,,,,
2306,Marina,Dyankova,1035,WOS:001332779404067,,,,
2356,Georgi,Gerganov,1031,WOS:001058500205027,,,,
2337,Darina Kirilova,Georgieva,1022,WOS:000730477800001,,,,
2088,Desislava,Aleksandrova,1008,WOS:001138534100018,,,,
2031,Dimitar B.,Marinov,1056,WOS:000713802502050,,,,
2429,Georgi N.,Valchev,1008,WOS:000891914902257,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:000850279007102,,,,
2319,Sonya,Galcheva,1028,WOS:000854435702225,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:000772044600001,,,,
2180,Zhivka,Dancheva,1035,WOS:001084059703434,,,,
2256,Veselina,Slavova,1008,WOS:000813335500010,,,,
2186,Simeon,Dimanov,1041,WOS:001257145100009,,,,
2397,Tsvetelina,Teneva,1018,WOS:001389109100010,,,,
2480,Violeta,Iotova,1028,WOS:000521062000002,,,,
2058,Martin,Mirchev,1059,WOS:001092365301514,,,,
2505,Turgay,Kalinov,1016,WOS:000969475100001,,,,
2480,Violeta,Iotova,1028,WOS:000953058100010,,,,
2453,Yanko G.,Yankov,1016,WOS:001079647400012,,,,
2019,Mariya,Levkova,1020,WOS:000598482602484,,,,
2462,Yoto T.,Yotov,1036,WOS:000648811900008,,,,
2385,Milena,Stoyanova,1020,WOS:001050507001136,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:000583748800007,,,,
2253,Stanislav,Slavchev,1005,WOS:000692197900007,,,,
2298,Ivan Shterev,Donev,1031,WOS:000573469101584,,,,
2469,Aleksandar,Zlatarov,1016,WOS:000682990800018,,,,
2176,Nikolay V.,Conev,1025,WOS:000560368308094,,,,
2373,Mari,Hachmeriyan,1020,WOS:001147414901371,,,,
2122,Yuliya,Bazdarska,1028,WOS:000696302600329,,,,
2331,Kaloyan D.,Georgiev,1051,WOS:001081573600001,,,,
2553,Karina,Dimova,1038,WOS:001294774000001,,,,
2122,Yuliya,Bazdarska,1028,WOS:000854435702225,,,,
2047,Galya M.,Mihaylova,1045,WOS:000742274400001,,,,
2113,Veselina,Panayotova,1047,WOS:001174863100004,,,,
2482,Stoyan,Ivanov,1027,WOS:001071922200001,,,,
2211,Katya,Peycheva,1047,WOS:000895221100001,,,,
2505,Turgay,Kalinov,1016,WOS:001271268600001,,,,
2495,Desislava,Ivanova,1045,WOS:000738591400001,,,,
2439,Margreta,Vasileva,1057,WOS:000659299700091,,,,
2535,Milena,Nankova,1062,WOS:001058804100022,,,,
2159,Petya,Boycheva,1046,WOS:000713710900021,,,,
2229,Mehmed,Reyzov,1029,WOS:001040496600015,,,,
2420,Kaloyan,Tsochev,1028,WOS:000817796200001,,,,
2019,Mariya,Levkova,1020,WOS:000748142300001,,,,
2480,Violeta,Iotova,1028,WOS:000522458700159,,,,
2560,Atanas,Zanev,1011,WOS:001409236300005,,,,
2038,Miroslav,Markov,1031,WOS:001297594000008,,,,
2396,Tatyana,Telbizova,1032,WOS:001072957200001,,,,
2480,Violeta,Iotova,1028,WOS:000898658200003,,,,
2482,Stoyan,Ivanov,1027,WOS:001065161800001,,,,
2207,Petar M.,Petrov,1032,WOS:000658173300001,,,,
2400,Tatina,Todorova,1021,WOS:001138534100002,,,,
2381,Elitsa,Hristova,1063,WOS:001342721400001,,,,
2145,Zhivko,Bliznakov,1057,WOS:001310230700001,,,,
2472,Snezha,Zlateva,1051,WOS:001153778000021,,,,
2148,Yana,Bocheva,1014,WOS:000791212200539,,,,
2356,Georgi,Gerganov,1031,WOS:001058500204211,,,,
2150,Simona,Bogdanova-Petrova,1036,WOS:001107398707065,,,,
2190,Dimitrinka,Rosenova,1063,WOS:000907717300002,,,,
2263,Sylvia,Stamova,1049,WOS:001153778000010,,,,
2167,Sofiya,Chausheva,1035,WOS:000857046603196,,,,
2161,Kameliya,Bratoeva,1030,WOS:001365443500122,,,,
2131,Gabriela,Panayotova,1030,WOS:001365443500211,,,,
2489,Eliyana,Ivanova,1056,WOS:001153778000022,,,,
2416,Mihael E.,Tsalta-Mladenov,1022,WOS:001082879405214,,,,
2532,Pavel,Abushev,1034,WOS:000785980700026,,,,
2086,Fatme,Ahmed,1056,WOS:000738327600001,,,,
2145,Zhivko,Bliznakov,1057,WOS:000646194100038,,,,
2106,Silviya P.,Nikolova,1059,WOS:000893392400436,,,,
2102,Elka,Atanasova,1055,WOS:000766162100001,,,,
2095,Sirma T.,Angelova,1042,WOS:001153779900006,,,,
2521,Aneliya,Klisarova,1035,WOS:000577424101311,,,,
2255,Iliya Zhelev,Slavov,1046,WOS:001077537200001,,,,
2406,Anton B.,Tonchev,1012,WOS:000863333500001,,,,
2395,Oskan,Tasinov,1045,WOS:001191806400001,,,,
2021,Emran,Lyutfi,1022,WOS:000836321900016,,,,
2176,Nikolay V.,Conev,1025,WOS:000606501400051,,,,
2276,Tanya,Stoeva,1035,WOS:000857046603210,,,,
2013,Darina,Krumova,1028,WOS:000854435702196,,,,
2304,Tihomir,Drenski,1022,WOS:001163199101626,,,,
2424,Antoaneta,Tsvetkova,1008,WOS:000751870800026,,,,
2176,Nikolay V.,Conev,1025,WOS:000748142300001,,,,
2219,Nikolina,Radeva,1054,WOS:000671581700007,,,,
2519,Yoana,Kiselova-Kaneva,1045,WOS:000830653500001,,,,
2493,Liliya,Ivanova,1021,WOS:000709873600015,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:001211470800002,,,,
2567,Teofan,Kuyumdzhiev,1054,WOS:001272981900003,,,,
2006,Ivan,Kostov,1024,WOS:001222791200009,,,,
2395,Oskan,Tasinov,1045,WOS:001233530400001,,,,
2090,Velichka,Andonova,1050,WOS:001311113600001,,,,
2038,Miroslav,Markov,1031,WOS:001232432600001,,,,
2480,Violeta,Iotova,1028,WOS:000791212200539,,,,
2292,Diana A.,Dobreva,1047,WOS:000546638800512,,,,
2351,Iliyana,Georgieva,1055,WOS:001153783800001,,,,
2526,Iliyan Nikolov,Kolev,1049,WOS:000632878200004,,,,
2490,Diana G.,Ivanova,1045,WOS:001266449500001,,,,
2122,Yuliya,Bazdarska,1028,WOS:000656638700505,,,,
2052,Milena,Georgieva-Dimitrova,1042,WOS:000545432200036,,,,
2106,Silviya P.,Nikolova,1059,WOS:000768583900001,,,,
2066,Vilhelm,Mladenov,1028,WOS:000791212200539,,,,
2525,Miglena,Kolarova,1056,WOS:001138534100016,,,,
2196,Vladina Miroslavova,Dimitrova,1063,WOS:001082879405214,,,,
2375,Stanislava,Hadzhieva,1056,WOS:000895463401221,,,,
2481,Martin N.,Ivanov,1012,WOS:000856461600001,,,,
2171,Trifon,Chervenkov,1020,WOS:000517507500001,,,,
2319,Sonya,Galcheva,1028,WOS:000854435700212,,,,
2451,Valentina,Alexandrova,1037,WOS:000802227900095,,,,
2444,Margarita,Velikova,1030,WOS:000638252900002,,,,
2309,Deyan,Dzhenkov,1015,WOS:000595830000023,,,,
2487,Yonka,Ivanova,1024,WOS:001149200300001,,,,
2462,Yoto T.,Yotov,1036,WOS:000672599902112,,,,
2395,Oskan,Tasinov,1045,WOS:000558722000362,,,,
2312,Miroslav,Eftimov,1029,WOS:000625162301351,,,,
2447,Zhulieta,Videnova,1009,WOS:000558088800077,,,,
2488,Darina,Ivanova,1018,WOS:001152872600001,,,,
2145,Zhivko,Bliznakov,1057,WOS:001315548100001,,,,
2556,Nikolay,Evtimov,1034,WOS:001365443500257,,,,
2519,Yoana,Kiselova-Kaneva,1045,WOS:001307407800001,,,,
2167,Sofiya,Chausheva,1035,WOS:001084059703434,,,,
2463,Ralitsa,Yotsova,1041,WOS:001139203800001,,,,
2572,Lubomir T.,Lubomirov,1067,WOS:001365443500257,,,,
2281,George S.,Stoyanov,1015,WOS:001046581100008,,,,
2386,Irina I.,Stoyanova,1012,WOS:000768109500001,,,,
2165,Rositsa,Chamova,1056,WOS:000605268702560,,,,
2185,Tsanka D.,Dikova,1040,WOS:000632387500119,,,,
2063,Valentina,Miteva,1020,WOS:000598482602481,,,,
2069,Nadya,Agova,1049,WOS:000613951300006,,,,
2110,Denis,Niyazi,1021,WOS:001103891100001,,,,
2074,Ludmila,Naneva,1047,WOS:000925980100001,,,,
2483,Dobri,Ivanov,1046,WOS:000704902800002,,,,
2143,Pavel,Pavlov,1015,WOS:000643729900001,,,,
2516,Albena,Kerekovska,1059,WOS:001397308400040,,,,
2166,Borislav,Chaushev,1043,WOS:001084059703429,,,,
2515,Gabriela,Kehayova,1051,WOS:001323601800001,,,,
2042,Ilina,Micheva,1037,WOS:000757783300001,,,,
2221,Maya,Radeva-Ilieva,1051,WOS:000753753200001,,,,
2321,Silvia,Gancheva,1029,WOS:000672599906024,,,,
2198,Ivaylo,Pehlivanov,1050,WOS:000577470300002,,,,
2426,Natalya,Usheva,1059,WOS:000643346900001,,,,
2146,Kristina,Bliznakova,1057,WOS:000969475100001,,,,
2326,Tsvetoslav,Georgiev,1036,WOS:001363175504032,,,,
2480,Violeta,Iotova,1028,WOS:000854435702247,,,,
2356,Georgi,Gerganov,1031,WOS:001107398702050,,,,
2274,Martina,Stoeva,1015,WOS:001207706300014,,,,
2395,Oskan,Tasinov,1045,WOS:000676700400001,,,,
2222,Temenuzhka,Radeva-Petkova,1035,WOS:000823826500229,,,,
2243,Nikolay R.,Sapundzhiev,1023,WOS:000542976900015,,,,
2277,Temenuga,Stoeva,1021,WOS:000998154700001,,,,
2315,Neli,Ermenlieva,1021,WOS:001281810600005,,,,
2242,Ayshe S.,Salim,1045,WOS:000513770000085,,,,
2267,Dimitar,Stavrev,1054,WOS:000704350800005,,,,
2480,Violeta,Iotova,1028,WOS:000799331100001,,,,
2220,Stephanie,Radeva,1021,WOS:001365542800001,,,,
2091,Silva P.,Andonova,1022,WOS:001040673000010,,,,
2521,Aneliya,Klisarova,1035,WOS:001138534100011,,,,
2142,Danail,Pavlov,1045,WOS:001040496600015,,,,
2090,Velichka,Andonova,1050,WOS:000736641000001,,,,
2418,Gabriela,Tsankova,1021,WOS:000613924400001,,,,
2337,Darina Kirilova,Georgieva,1022,WOS:000641615400002,,,,
2090,Velichka,Andonova,1050,WOS:001119448200001,,,,
2474,Nadezhda,Hvarchanova,1051,WOS:000753753200001,,,,
2176,Nikolay V.,Conev,1025,WOS:000573469102726,,,,
2020,Oriana,Lo Re,1067,WOS:000675987800001,,,,
2405,Koraliya,Todorova-Nenova,1032,WOS:000593520800326,,,,
2176,Nikolay V.,Conev,1025,WOS:000606501405041,,,,
2148,Yana,Bocheva,1014,WOS:000811569200214,,,,
2025,Lubomir,Makedonski,1047,WOS:000648176100001,,,,
2402,Milena,Todorova,1029,WOS:000904938000008,,,,
2319,Sonya,Galcheva,1028,WOS:000696302600572,,,,
2148,Yana,Bocheva,1014,WOS:001283137200435,,,,
2138,Emil D.,Parvanov,1067,WOS:000862467500001,,,,
2093,Atanas,Angelov,1036,WOS:000659951300003,,,,
2040,Mediha,Mehmed-Hamza,1057,WOS:000941614800054,,,,
2544,Madlen,Ali,1041,WOS:001267791500029,,,,
2019,Mariya,Levkova,1020,WOS:000598482602481,,,,
2420,Kaloyan,Tsochev,1028,WOS:001239393700001,,,,
2044,Nikolay L.,Mihaylov,1055,WOS:000884925500001,,,,
2297,Dobrinka,Doncheva,1030,WOS:000704350800005,,,,
2418,Gabriela,Tsankova,1021,WOS:001138534100027,,,,
